"locale","name","region","state","SA1_MAINCO","SA1_7DIGIT","SA2_MAINCO"
"melb","Melbourne","GCCSA","Vic",20801117013,2117013,208011170
"melb","Melbourne","GCCSA","Vic",20801117014,2117014,208011170
"melb","Melbourne","GCCSA","Vic",20801117015,2117015,208011170
"melb","Melbourne","GCCSA","Vic",20801117016,2117016,208011170
"melb","Melbourne","GCCSA","Vic",20801117017,2117017,208011170
"melb","Melbourne","GCCSA","Vic",20801117018,2117018,208011170
"melb","Melbourne","GCCSA","Vic",20801117019,2117019,208011170
"melb","Melbourne","GCCSA","Vic",20801117020,2117020,208011170
"melb","Melbourne","GCCSA","Vic",20801117021,2117021,208011170
"melb","Melbourne","GCCSA","Vic",20801117022,2117022,208011170
"melb","Melbourne","GCCSA","Vic",20801117023,2117023,208011170
"melb","Melbourne","GCCSA","Vic",20801117024,2117024,208011170
"melb","Melbourne","GCCSA","Vic",20801117025,2117025,208011170
"melb","Melbourne","GCCSA","Vic",20801117026,2117026,208011170
"melb","Melbourne","GCCSA","Vic",20801117027,2117027,208011170
"melb","Melbourne","GCCSA","Vic",20801117028,2117028,208011170
"melb","Melbourne","GCCSA","Vic",20801117029,2117029,208011170
"melb","Melbourne","GCCSA","Vic",20801117030,2117030,208011170
"melb","Melbourne","GCCSA","Vic",20801117031,2117031,208011170
"melb","Melbourne","GCCSA","Vic",20801117032,2117032,208011170
"melb","Melbourne","GCCSA","Vic",20801117033,2117033,208011170
"melb","Melbourne","GCCSA","Vic",20801117034,2117034,208011170
"melb","Melbourne","GCCSA","Vic",20801117035,2117035,208011170
"melb","Melbourne","GCCSA","Vic",20801117036,2117036,208011170
"melb","Melbourne","GCCSA","Vic",20801117037,2117037,208011170
"melb","Melbourne","GCCSA","Vic",20801117038,2117038,208011170
"melb","Melbourne","GCCSA","Vic",20801117101,2117101,208011171
"melb","Melbourne","GCCSA","Vic",20801117102,2117102,208011171
"melb","Melbourne","GCCSA","Vic",20801117103,2117103,208011171
"melb","Melbourne","GCCSA","Vic",20801117104,2117104,208011171
"melb","Melbourne","GCCSA","Vic",20801117105,2117105,208011171
"melb","Melbourne","GCCSA","Vic",20801117106,2117106,208011171
"melb","Melbourne","GCCSA","Vic",20801117107,2117107,208011171
"melb","Melbourne","GCCSA","Vic",20801117108,2117108,208011171
"melb","Melbourne","GCCSA","Vic",20801117109,2117109,208011171
"melb","Melbourne","GCCSA","Vic",20801117110,2117110,208011171
"melb","Melbourne","GCCSA","Vic",20801117111,2117111,208011171
"melb","Melbourne","GCCSA","Vic",20801117112,2117112,208011171
"melb","Melbourne","GCCSA","Vic",20801117113,2117113,208011171
"melb","Melbourne","GCCSA","Vic",20801117114,2117114,208011171
"melb","Melbourne","GCCSA","Vic",20801117115,2117115,208011171
"melb","Melbourne","GCCSA","Vic",20801117116,2117116,208011171
"melb","Melbourne","GCCSA","Vic",20801117117,2117117,208011171
"melb","Melbourne","GCCSA","Vic",20801117118,2117118,208011171
"melb","Melbourne","GCCSA","Vic",20801117119,2117119,208011171
"melb","Melbourne","GCCSA","Vic",20801117120,2117120,208011171
"melb","Melbourne","GCCSA","Vic",20801117121,2117121,208011171
"melb","Melbourne","GCCSA","Vic",20801117122,2117122,208011171
"melb","Melbourne","GCCSA","Vic",20801117123,2117123,208011171
"melb","Melbourne","GCCSA","Vic",20801117201,2117201,208011172
"melb","Melbourne","GCCSA","Vic",20801117202,2117202,208011172
"melb","Melbourne","GCCSA","Vic",20801117203,2117203,208011172
"melb","Melbourne","GCCSA","Vic",20801117204,2117204,208011172
"melb","Melbourne","GCCSA","Vic",20801117205,2117205,208011172
"melb","Melbourne","GCCSA","Vic",20801117206,2117206,208011172
"melb","Melbourne","GCCSA","Vic",20801117207,2117207,208011172
"melb","Melbourne","GCCSA","Vic",20801117208,2117208,208011172
"melb","Melbourne","GCCSA","Vic",20801117209,2117209,208011172
"melb","Melbourne","GCCSA","Vic",20801117210,2117210,208011172
"melb","Melbourne","GCCSA","Vic",20801117211,2117211,208011172
"melb","Melbourne","GCCSA","Vic",20801117212,2117212,208011172
"melb","Melbourne","GCCSA","Vic",20801117213,2117213,208011172
"melb","Melbourne","GCCSA","Vic",20801117214,2117214,208011172
"melb","Melbourne","GCCSA","Vic",20801117215,2117215,208011172
"melb","Melbourne","GCCSA","Vic",20801117216,2117216,208011172
"melb","Melbourne","GCCSA","Vic",20801117217,2117217,208011172
"melb","Melbourne","GCCSA","Vic",20801117218,2117218,208011172
"melb","Melbourne","GCCSA","Vic",20801117219,2117219,208011172
"melb","Melbourne","GCCSA","Vic",20801117220,2117220,208011172
"melb","Melbourne","GCCSA","Vic",20801117221,2117221,208011172
"melb","Melbourne","GCCSA","Vic",20801117222,2117222,208011172
"melb","Melbourne","GCCSA","Vic",20801117223,2117223,208011172
"melb","Melbourne","GCCSA","Vic",20801117224,2117224,208011172
"melb","Melbourne","GCCSA","Vic",20801117225,2117225,208011172
"melb","Melbourne","GCCSA","Vic",20801117226,2117226,208011172
"melb","Melbourne","GCCSA","Vic",20801117227,2117227,208011172
"melb","Melbourne","GCCSA","Vic",20801117228,2117228,208011172
"melb","Melbourne","GCCSA","Vic",20801117229,2117229,208011172
"melb","Melbourne","GCCSA","Vic",20801117230,2117230,208011172
"melb","Melbourne","GCCSA","Vic",20801117231,2117231,208011172
"melb","Melbourne","GCCSA","Vic",20801117232,2117232,208011172
"melb","Melbourne","GCCSA","Vic",20801117233,2117233,208011172
"melb","Melbourne","GCCSA","Vic",20801117234,2117234,208011172
"melb","Melbourne","GCCSA","Vic",20801117235,2117235,208011172
"melb","Melbourne","GCCSA","Vic",20801117236,2117236,208011172
"melb","Melbourne","GCCSA","Vic",20801117237,2117237,208011172
"melb","Melbourne","GCCSA","Vic",20801117238,2117238,208011172
"melb","Melbourne","GCCSA","Vic",20801117301,2117301,208011173
"melb","Melbourne","GCCSA","Vic",20801117302,2117302,208011173
"melb","Melbourne","GCCSA","Vic",20801117303,2117303,208011173
"melb","Melbourne","GCCSA","Vic",20801117304,2117304,208011173
"melb","Melbourne","GCCSA","Vic",20801117305,2117305,208011173
"melb","Melbourne","GCCSA","Vic",20801117306,2117306,208011173
"melb","Melbourne","GCCSA","Vic",20801117307,2117307,208011173
"melb","Melbourne","GCCSA","Vic",20801117308,2117308,208011173
"melb","Melbourne","GCCSA","Vic",20801117309,2117309,208011173
"melb","Melbourne","GCCSA","Vic",20801117310,2117310,208011173
"melb","Melbourne","GCCSA","Vic",20801117311,2117311,208011173
"melb","Melbourne","GCCSA","Vic",20801117312,2117312,208011173
"melb","Melbourne","GCCSA","Vic",20801117313,2117313,208011173
"melb","Melbourne","GCCSA","Vic",20801117314,2117314,208011173
"melb","Melbourne","GCCSA","Vic",20801117315,2117315,208011173
"melb","Melbourne","GCCSA","Vic",20801117316,2117316,208011173
"melb","Melbourne","GCCSA","Vic",20801117317,2117317,208011173
"melb","Melbourne","GCCSA","Vic",20801117318,2117318,208011173
"melb","Melbourne","GCCSA","Vic",20801117319,2117319,208011173
"melb","Melbourne","GCCSA","Vic",20801117320,2117320,208011173
"melb","Melbourne","GCCSA","Vic",20801117321,2117321,208011173
"melb","Melbourne","GCCSA","Vic",20801117322,2117322,208011173
"melb","Melbourne","GCCSA","Vic",20801117323,2117323,208011173
"melb","Melbourne","GCCSA","Vic",20801117324,2117324,208011173
"melb","Melbourne","GCCSA","Vic",20801117325,2117325,208011173
"melb","Melbourne","GCCSA","Vic",20801117326,2117326,208011173
"melb","Melbourne","GCCSA","Vic",20801117327,2117327,208011173
"melb","Melbourne","GCCSA","Vic",20801117328,2117328,208011173
"melb","Melbourne","GCCSA","Vic",20801117329,2117329,208011173
"melb","Melbourne","GCCSA","Vic",20801117330,2117330,208011173
"melb","Melbourne","GCCSA","Vic",20801117331,2117331,208011173
"melb","Melbourne","GCCSA","Vic",20801117332,2117332,208011173
"melb","Melbourne","GCCSA","Vic",20801117333,2117333,208011173
"melb","Melbourne","GCCSA","Vic",20801117334,2117334,208011173
"melb","Melbourne","GCCSA","Vic",20801117335,2117335,208011173
"melb","Melbourne","GCCSA","Vic",20801117336,2117336,208011173
"melb","Melbourne","GCCSA","Vic",20802117401,2117401,208021174
"melb","Melbourne","GCCSA","Vic",20802117402,2117402,208021174
"melb","Melbourne","GCCSA","Vic",20802117403,2117403,208021174
"melb","Melbourne","GCCSA","Vic",20802117404,2117404,208021174
"melb","Melbourne","GCCSA","Vic",20802117405,2117405,208021174
"melb","Melbourne","GCCSA","Vic",20802117406,2117406,208021174
"melb","Melbourne","GCCSA","Vic",20802117407,2117407,208021174
"melb","Melbourne","GCCSA","Vic",20802117408,2117408,208021174
"melb","Melbourne","GCCSA","Vic",20802117409,2117409,208021174
"melb","Melbourne","GCCSA","Vic",20802117410,2117410,208021174
"melb","Melbourne","GCCSA","Vic",20802117411,2117411,208021174
"melb","Melbourne","GCCSA","Vic",20802117412,2117412,208021174
"melb","Melbourne","GCCSA","Vic",20802117413,2117413,208021174
"melb","Melbourne","GCCSA","Vic",20802117414,2117414,208021174
"melb","Melbourne","GCCSA","Vic",20802117415,2117415,208021174
"melb","Melbourne","GCCSA","Vic",20802117416,2117416,208021174
"melb","Melbourne","GCCSA","Vic",20802117417,2117417,208021174
"melb","Melbourne","GCCSA","Vic",20802117418,2117418,208021174
"melb","Melbourne","GCCSA","Vic",20802117419,2117419,208021174
"melb","Melbourne","GCCSA","Vic",20802117420,2117420,208021174
"melb","Melbourne","GCCSA","Vic",20802117421,2117421,208021174
"melb","Melbourne","GCCSA","Vic",20802117422,2117422,208021174
"melb","Melbourne","GCCSA","Vic",20802117423,2117423,208021174
"melb","Melbourne","GCCSA","Vic",20802117424,2117424,208021174
"melb","Melbourne","GCCSA","Vic",20802117425,2117425,208021174
"melb","Melbourne","GCCSA","Vic",20802117426,2117426,208021174
"melb","Melbourne","GCCSA","Vic",20802117427,2117427,208021174
"melb","Melbourne","GCCSA","Vic",20802117428,2117428,208021174
"melb","Melbourne","GCCSA","Vic",20802117429,2117429,208021174
"melb","Melbourne","GCCSA","Vic",20802117430,2117430,208021174
"melb","Melbourne","GCCSA","Vic",20802117431,2117431,208021174
"melb","Melbourne","GCCSA","Vic",20802117432,2117432,208021174
"melb","Melbourne","GCCSA","Vic",20802117433,2117433,208021174
"melb","Melbourne","GCCSA","Vic",20802117434,2117434,208021174
"melb","Melbourne","GCCSA","Vic",20802117435,2117435,208021174
"melb","Melbourne","GCCSA","Vic",20802117436,2117436,208021174
"melb","Melbourne","GCCSA","Vic",20802117437,2117437,208021174
"melb","Melbourne","GCCSA","Vic",20802117438,2117438,208021174
"melb","Melbourne","GCCSA","Vic",20802117439,2117439,208021174
"melb","Melbourne","GCCSA","Vic",20802117440,2117440,208021174
"melb","Melbourne","GCCSA","Vic",20802117441,2117441,208021174
"melb","Melbourne","GCCSA","Vic",20802117442,2117442,208021174
"melb","Melbourne","GCCSA","Vic",20802117443,2117443,208021174
"melb","Melbourne","GCCSA","Vic",20802117444,2117444,208021174
"melb","Melbourne","GCCSA","Vic",20802117445,2117445,208021174
"melb","Melbourne","GCCSA","Vic",20802117446,2117446,208021174
"melb","Melbourne","GCCSA","Vic",20802117447,2117447,208021174
"melb","Melbourne","GCCSA","Vic",20802117448,2117448,208021174
"melb","Melbourne","GCCSA","Vic",20802117449,2117449,208021174
"melb","Melbourne","GCCSA","Vic",20802117450,2117450,208021174
"melb","Melbourne","GCCSA","Vic",20802117451,2117451,208021174
"melb","Melbourne","GCCSA","Vic",20802117452,2117452,208021174
"melb","Melbourne","GCCSA","Vic",20802117601,2117601,208021176
"melb","Melbourne","GCCSA","Vic",20802117602,2117602,208021176
"melb","Melbourne","GCCSA","Vic",20802117603,2117603,208021176
"melb","Melbourne","GCCSA","Vic",20802117604,2117604,208021176
"melb","Melbourne","GCCSA","Vic",20802117605,2117605,208021176
"melb","Melbourne","GCCSA","Vic",20802117606,2117606,208021176
"melb","Melbourne","GCCSA","Vic",20802117607,2117607,208021176
"melb","Melbourne","GCCSA","Vic",20802117608,2117608,208021176
"melb","Melbourne","GCCSA","Vic",20802117609,2117609,208021176
"melb","Melbourne","GCCSA","Vic",20802117610,2117610,208021176
"melb","Melbourne","GCCSA","Vic",20802117611,2117611,208021176
"melb","Melbourne","GCCSA","Vic",20802117612,2117612,208021176
"melb","Melbourne","GCCSA","Vic",20802117613,2117613,208021176
"melb","Melbourne","GCCSA","Vic",20802117614,2117614,208021176
"melb","Melbourne","GCCSA","Vic",20802117615,2117615,208021176
"melb","Melbourne","GCCSA","Vic",20802117616,2117616,208021176
"melb","Melbourne","GCCSA","Vic",20802117617,2117617,208021176
"melb","Melbourne","GCCSA","Vic",20802117618,2117618,208021176
"melb","Melbourne","GCCSA","Vic",20802117619,2117619,208021176
"melb","Melbourne","GCCSA","Vic",20802117620,2117620,208021176
"melb","Melbourne","GCCSA","Vic",20802117621,2117621,208021176
"melb","Melbourne","GCCSA","Vic",20802117622,2117622,208021176
"melb","Melbourne","GCCSA","Vic",20802117623,2117623,208021176
"melb","Melbourne","GCCSA","Vic",20802117624,2117624,208021176
"melb","Melbourne","GCCSA","Vic",20802117625,2117625,208021176
"melb","Melbourne","GCCSA","Vic",20802117626,2117626,208021176
"melb","Melbourne","GCCSA","Vic",20802117627,2117627,208021176
"melb","Melbourne","GCCSA","Vic",20802117628,2117628,208021176
"melb","Melbourne","GCCSA","Vic",20802117629,2117629,208021176
"melb","Melbourne","GCCSA","Vic",20802117630,2117630,208021176
"melb","Melbourne","GCCSA","Vic",20802117631,2117631,208021176
"melb","Melbourne","GCCSA","Vic",20802117632,2117632,208021176
"melb","Melbourne","GCCSA","Vic",20802117633,2117633,208021176
"melb","Melbourne","GCCSA","Vic",20802117634,2117634,208021176
"melb","Melbourne","GCCSA","Vic",20802117635,2117635,208021176
"melb","Melbourne","GCCSA","Vic",20802117636,2117636,208021176
"melb","Melbourne","GCCSA","Vic",20802117637,2117637,208021176
"melb","Melbourne","GCCSA","Vic",20802117638,2117638,208021176
"melb","Melbourne","GCCSA","Vic",20802117639,2117639,208021176
"melb","Melbourne","GCCSA","Vic",20802117701,2117701,208021177
"melb","Melbourne","GCCSA","Vic",20802117702,2117702,208021177
"melb","Melbourne","GCCSA","Vic",20802117703,2117703,208021177
"melb","Melbourne","GCCSA","Vic",20802117704,2117704,208021177
"melb","Melbourne","GCCSA","Vic",20802117705,2117705,208021177
"melb","Melbourne","GCCSA","Vic",20802117706,2117706,208021177
"melb","Melbourne","GCCSA","Vic",20802117707,2117707,208021177
"melb","Melbourne","GCCSA","Vic",20802117708,2117708,208021177
"melb","Melbourne","GCCSA","Vic",20802117709,2117709,208021177
"melb","Melbourne","GCCSA","Vic",20802117710,2117710,208021177
"melb","Melbourne","GCCSA","Vic",20802117711,2117711,208021177
"melb","Melbourne","GCCSA","Vic",20802117712,2117712,208021177
"melb","Melbourne","GCCSA","Vic",20802117713,2117713,208021177
"melb","Melbourne","GCCSA","Vic",20802117714,2117714,208021177
"melb","Melbourne","GCCSA","Vic",20802117715,2117715,208021177
"melb","Melbourne","GCCSA","Vic",20802117716,2117716,208021177
"melb","Melbourne","GCCSA","Vic",20802117717,2117717,208021177
"melb","Melbourne","GCCSA","Vic",20802117718,2117718,208021177
"melb","Melbourne","GCCSA","Vic",20802117719,2117719,208021177
"melb","Melbourne","GCCSA","Vic",20802117720,2117720,208021177
"melb","Melbourne","GCCSA","Vic",20802117721,2117721,208021177
"melb","Melbourne","GCCSA","Vic",20802117722,2117722,208021177
"melb","Melbourne","GCCSA","Vic",20802117723,2117723,208021177
"melb","Melbourne","GCCSA","Vic",20802117724,2117724,208021177
"melb","Melbourne","GCCSA","Vic",20802117725,2117725,208021177
"melb","Melbourne","GCCSA","Vic",20802117726,2117726,208021177
"melb","Melbourne","GCCSA","Vic",20802117727,2117727,208021177
"melb","Melbourne","GCCSA","Vic",20802117728,2117728,208021177
"melb","Melbourne","GCCSA","Vic",20802117729,2117729,208021177
"melb","Melbourne","GCCSA","Vic",20802117730,2117730,208021177
"melb","Melbourne","GCCSA","Vic",20802117731,2117731,208021177
"melb","Melbourne","GCCSA","Vic",20802117732,2117732,208021177
"melb","Melbourne","GCCSA","Vic",20802117733,2117733,208021177
"melb","Melbourne","GCCSA","Vic",20802117734,2117734,208021177
"melb","Melbourne","GCCSA","Vic",20802117735,2117735,208021177
"melb","Melbourne","GCCSA","Vic",20802117736,2117736,208021177
"melb","Melbourne","GCCSA","Vic",20802117737,2117737,208021177
"melb","Melbourne","GCCSA","Vic",20802117738,2117738,208021177
"melb","Melbourne","GCCSA","Vic",20802117739,2117739,208021177
"melb","Melbourne","GCCSA","Vic",20802117740,2117740,208021177
"melb","Melbourne","GCCSA","Vic",20802117741,2117741,208021177
"melb","Melbourne","GCCSA","Vic",20802117742,2117742,208021177
"melb","Melbourne","GCCSA","Vic",20802117743,2117743,208021177
"melb","Melbourne","GCCSA","Vic",20802117744,2117744,208021177
"melb","Melbourne","GCCSA","Vic",20802117745,2117745,208021177
"melb","Melbourne","GCCSA","Vic",20802117746,2117746,208021177
"melb","Melbourne","GCCSA","Vic",20802117747,2117747,208021177
"melb","Melbourne","GCCSA","Vic",20802117748,2117748,208021177
"melb","Melbourne","GCCSA","Vic",20802117749,2117749,208021177
"melb","Melbourne","GCCSA","Vic",20802117750,2117750,208021177
"melb","Melbourne","GCCSA","Vic",20802117751,2117751,208021177
"melb","Melbourne","GCCSA","Vic",20802117752,2117752,208021177
"melb","Melbourne","GCCSA","Vic",20802117753,2117753,208021177
"melb","Melbourne","GCCSA","Vic",20802117754,2117754,208021177
"melb","Melbourne","GCCSA","Vic",20802117755,2117755,208021177
"melb","Melbourne","GCCSA","Vic",20802117801,2117801,208021178
"melb","Melbourne","GCCSA","Vic",20802117802,2117802,208021178
"melb","Melbourne","GCCSA","Vic",20802117803,2117803,208021178
"melb","Melbourne","GCCSA","Vic",20802117804,2117804,208021178
"melb","Melbourne","GCCSA","Vic",20802117805,2117805,208021178
"melb","Melbourne","GCCSA","Vic",20802117806,2117806,208021178
"melb","Melbourne","GCCSA","Vic",20802117807,2117807,208021178
"melb","Melbourne","GCCSA","Vic",20802117808,2117808,208021178
"melb","Melbourne","GCCSA","Vic",20802117809,2117809,208021178
"melb","Melbourne","GCCSA","Vic",20802117810,2117810,208021178
"melb","Melbourne","GCCSA","Vic",20802117811,2117811,208021178
"melb","Melbourne","GCCSA","Vic",20802117812,2117812,208021178
"melb","Melbourne","GCCSA","Vic",20802117813,2117813,208021178
"melb","Melbourne","GCCSA","Vic",20802117814,2117814,208021178
"melb","Melbourne","GCCSA","Vic",20802117815,2117815,208021178
"melb","Melbourne","GCCSA","Vic",20802117816,2117816,208021178
"melb","Melbourne","GCCSA","Vic",20802117817,2117817,208021178
"melb","Melbourne","GCCSA","Vic",20802117818,2117818,208021178
"melb","Melbourne","GCCSA","Vic",20802117819,2117819,208021178
"melb","Melbourne","GCCSA","Vic",20802117820,2117820,208021178
"melb","Melbourne","GCCSA","Vic",20802117821,2117821,208021178
"melb","Melbourne","GCCSA","Vic",20802117822,2117822,208021178
"melb","Melbourne","GCCSA","Vic",20802117823,2117823,208021178
"melb","Melbourne","GCCSA","Vic",20802117824,2117824,208021178
"melb","Melbourne","GCCSA","Vic",20802117825,2117825,208021178
"melb","Melbourne","GCCSA","Vic",20802117826,2117826,208021178
"melb","Melbourne","GCCSA","Vic",20802117827,2117827,208021178
"melb","Melbourne","GCCSA","Vic",20802117828,2117828,208021178
"melb","Melbourne","GCCSA","Vic",20802117829,2117829,208021178
"melb","Melbourne","GCCSA","Vic",20802117830,2117830,208021178
"melb","Melbourne","GCCSA","Vic",20802117831,2117831,208021178
"melb","Melbourne","GCCSA","Vic",20802117832,2117832,208021178
"melb","Melbourne","GCCSA","Vic",20802117833,2117833,208021178
"melb","Melbourne","GCCSA","Vic",20802117834,2117834,208021178
"melb","Melbourne","GCCSA","Vic",20802117835,2117835,208021178
"melb","Melbourne","GCCSA","Vic",20802117836,2117836,208021178
"melb","Melbourne","GCCSA","Vic",20802117837,2117837,208021178
"melb","Melbourne","GCCSA","Vic",20802117838,2117838,208021178
"melb","Melbourne","GCCSA","Vic",20802117839,2117839,208021178
"melb","Melbourne","GCCSA","Vic",20802117840,2117840,208021178
"melb","Melbourne","GCCSA","Vic",20802117841,2117841,208021178
"melb","Melbourne","GCCSA","Vic",20802117842,2117842,208021178
"melb","Melbourne","GCCSA","Vic",20802117843,2117843,208021178
"melb","Melbourne","GCCSA","Vic",20802117901,2117901,208021179
"melb","Melbourne","GCCSA","Vic",20802117902,2117902,208021179
"melb","Melbourne","GCCSA","Vic",20802117903,2117903,208021179
"melb","Melbourne","GCCSA","Vic",20802117904,2117904,208021179
"melb","Melbourne","GCCSA","Vic",20802117905,2117905,208021179
"melb","Melbourne","GCCSA","Vic",20802117906,2117906,208021179
"melb","Melbourne","GCCSA","Vic",20802117907,2117907,208021179
"melb","Melbourne","GCCSA","Vic",20802117908,2117908,208021179
"melb","Melbourne","GCCSA","Vic",20802117909,2117909,208021179
"melb","Melbourne","GCCSA","Vic",20802117910,2117910,208021179
"melb","Melbourne","GCCSA","Vic",20802117911,2117911,208021179
"melb","Melbourne","GCCSA","Vic",20802117912,2117912,208021179
"melb","Melbourne","GCCSA","Vic",20802117913,2117913,208021179
"melb","Melbourne","GCCSA","Vic",20802117914,2117914,208021179
"melb","Melbourne","GCCSA","Vic",20802117915,2117915,208021179
"melb","Melbourne","GCCSA","Vic",20802117916,2117916,208021179
"melb","Melbourne","GCCSA","Vic",20802117917,2117917,208021179
"melb","Melbourne","GCCSA","Vic",20802117918,2117918,208021179
"melb","Melbourne","GCCSA","Vic",20802117919,2117919,208021179
"melb","Melbourne","GCCSA","Vic",20802117920,2117920,208021179
"melb","Melbourne","GCCSA","Vic",20802117921,2117921,208021179
"melb","Melbourne","GCCSA","Vic",20802117922,2117922,208021179
"melb","Melbourne","GCCSA","Vic",20802117923,2117923,208021179
"melb","Melbourne","GCCSA","Vic",20802117924,2117924,208021179
"melb","Melbourne","GCCSA","Vic",20802117925,2117925,208021179
"melb","Melbourne","GCCSA","Vic",20802117926,2117926,208021179
"melb","Melbourne","GCCSA","Vic",20802117927,2117927,208021179
"melb","Melbourne","GCCSA","Vic",20802117928,2117928,208021179
"melb","Melbourne","GCCSA","Vic",20802118001,2118001,208021180
"melb","Melbourne","GCCSA","Vic",20802118002,2118002,208021180
"melb","Melbourne","GCCSA","Vic",20802118003,2118003,208021180
"melb","Melbourne","GCCSA","Vic",20802118004,2118004,208021180
"melb","Melbourne","GCCSA","Vic",20802118005,2118005,208021180
"melb","Melbourne","GCCSA","Vic",20802118006,2118006,208021180
"melb","Melbourne","GCCSA","Vic",20802118007,2118007,208021180
"melb","Melbourne","GCCSA","Vic",20802118008,2118008,208021180
"melb","Melbourne","GCCSA","Vic",20802118009,2118009,208021180
"melb","Melbourne","GCCSA","Vic",20802118010,2118010,208021180
"melb","Melbourne","GCCSA","Vic",20802118011,2118011,208021180
"melb","Melbourne","GCCSA","Vic",20802118012,2118012,208021180
"melb","Melbourne","GCCSA","Vic",20802118013,2118013,208021180
"melb","Melbourne","GCCSA","Vic",20802118014,2118014,208021180
"melb","Melbourne","GCCSA","Vic",20802118015,2118015,208021180
"melb","Melbourne","GCCSA","Vic",20802118016,2118016,208021180
"melb","Melbourne","GCCSA","Vic",20802118017,2118017,208021180
"melb","Melbourne","GCCSA","Vic",20802118101,2118101,208021181
"melb","Melbourne","GCCSA","Vic",20802118102,2118102,208021181
"melb","Melbourne","GCCSA","Vic",20802118103,2118103,208021181
"melb","Melbourne","GCCSA","Vic",20802118104,2118104,208021181
"melb","Melbourne","GCCSA","Vic",20802118105,2118105,208021181
"melb","Melbourne","GCCSA","Vic",20802118106,2118106,208021181
"melb","Melbourne","GCCSA","Vic",20802118107,2118107,208021181
"melb","Melbourne","GCCSA","Vic",20802118108,2118108,208021181
"melb","Melbourne","GCCSA","Vic",20802118109,2118109,208021181
"melb","Melbourne","GCCSA","Vic",20802118110,2118110,208021181
"melb","Melbourne","GCCSA","Vic",20802118111,2118111,208021181
"melb","Melbourne","GCCSA","Vic",20802118112,2118112,208021181
"melb","Melbourne","GCCSA","Vic",20802118113,2118113,208021181
"melb","Melbourne","GCCSA","Vic",20802118114,2118114,208021181
"melb","Melbourne","GCCSA","Vic",20802118115,2118115,208021181
"melb","Melbourne","GCCSA","Vic",20802118116,2118116,208021181
"melb","Melbourne","GCCSA","Vic",20802118117,2118117,208021181
"melb","Melbourne","GCCSA","Vic",20802118118,2118118,208021181
"melb","Melbourne","GCCSA","Vic",20802118119,2118119,208021181
"melb","Melbourne","GCCSA","Vic",20802118120,2118120,208021181
"melb","Melbourne","GCCSA","Vic",20802118201,2118201,208021182
"melb","Melbourne","GCCSA","Vic",20802118202,2118202,208021182
"melb","Melbourne","GCCSA","Vic",20802118203,2118203,208021182
"melb","Melbourne","GCCSA","Vic",20802118204,2118204,208021182
"melb","Melbourne","GCCSA","Vic",20802118205,2118205,208021182
"melb","Melbourne","GCCSA","Vic",20802118206,2118206,208021182
"melb","Melbourne","GCCSA","Vic",20802118207,2118207,208021182
"melb","Melbourne","GCCSA","Vic",20802118208,2118208,208021182
"melb","Melbourne","GCCSA","Vic",20802118209,2118209,208021182
"melb","Melbourne","GCCSA","Vic",20802118210,2118210,208021182
"melb","Melbourne","GCCSA","Vic",20802118211,2118211,208021182
"melb","Melbourne","GCCSA","Vic",20802118212,2118212,208021182
"melb","Melbourne","GCCSA","Vic",20802118213,2118213,208021182
"melb","Melbourne","GCCSA","Vic",20802118214,2118214,208021182
"melb","Melbourne","GCCSA","Vic",20802118215,2118215,208021182
"melb","Melbourne","GCCSA","Vic",20802118216,2118216,208021182
"melb","Melbourne","GCCSA","Vic",20802118217,2118217,208021182
"melb","Melbourne","GCCSA","Vic",20802118218,2118218,208021182
"melb","Melbourne","GCCSA","Vic",20802118219,2118219,208021182
"melb","Melbourne","GCCSA","Vic",20802118220,2118220,208021182
"melb","Melbourne","GCCSA","Vic",20802118221,2118221,208021182
"melb","Melbourne","GCCSA","Vic",20802118222,2118222,208021182
"melb","Melbourne","GCCSA","Vic",20802118223,2118223,208021182
"melb","Melbourne","GCCSA","Vic",20802118224,2118224,208021182
"melb","Melbourne","GCCSA","Vic",20802118225,2118225,208021182
"melb","Melbourne","GCCSA","Vic",20802118226,2118226,208021182
"melb","Melbourne","GCCSA","Vic",20802118227,2118227,208021182
"melb","Melbourne","GCCSA","Vic",20802142601,2142601,208021426
"melb","Melbourne","GCCSA","Vic",20802142602,2142602,208021426
"melb","Melbourne","GCCSA","Vic",20802142603,2142603,208021426
"melb","Melbourne","GCCSA","Vic",20802142604,2142604,208021426
"melb","Melbourne","GCCSA","Vic",20802142605,2142605,208021426
"melb","Melbourne","GCCSA","Vic",20802142606,2142606,208021426
"melb","Melbourne","GCCSA","Vic",20802142607,2142607,208021426
"melb","Melbourne","GCCSA","Vic",20802142608,2142608,208021426
"melb","Melbourne","GCCSA","Vic",20802142609,2142609,208021426
"melb","Melbourne","GCCSA","Vic",20802142610,2142610,208021426
"melb","Melbourne","GCCSA","Vic",20802142611,2142611,208021426
"melb","Melbourne","GCCSA","Vic",20802142612,2142612,208021426
"melb","Melbourne","GCCSA","Vic",20802142613,2142613,208021426
"melb","Melbourne","GCCSA","Vic",20802142614,2142614,208021426
"melb","Melbourne","GCCSA","Vic",20802142615,2142615,208021426
"melb","Melbourne","GCCSA","Vic",20802142616,2142616,208021426
"melb","Melbourne","GCCSA","Vic",20802142617,2142617,208021426
"melb","Melbourne","GCCSA","Vic",20802142618,2142618,208021426
